-6.283185;0.000000
-6.283085;-0.000075
-6.282985;-0.000150
-6.282885;-0.000225
-6.282785;-0.000300
-6.282685;-0.000375
-6.282585;-0.000450
-6.282485;-0.000525
-6.282385;-0.000600
-6.282285;-0.000675
-6.282185;-0.000750
-6.282085;-0.000825
-6.281985;-0.000900
-6.281885;-0.000975
-6.281785;-0.001050
-6.281685;-0.001125
-6.281585;-0.001200
-6.281485;-0.001275
-6.281385;-0.001350
-6.281285;-0.001425
-6.281185;-0.001500
-6.281085;-0.001575
-6.280985;-0.001650
-6.280885;-0.001725
-6.280785;-0.001800
-6.280685;-0.001875
-6.280585;-0.001950
-6.280485;-0.002025
-6.280385;-0.002100
-6.280285;-0.002175
-6.280185;-0.002250
-6.280085;-0.002325
-6.279985;-0.002400
-6.279885;-0.002475
-6.279785;-0.002550
-6.279685;-0.002625
-6.279585;-0.002700
-6.279485;-0.002775
-6.279385;-0.002850
-6.279285;-0.002925
-6.279185;-0.003000
-6.279085;-0.003075
-6.278985;-0.003150
-6.278885;-0.003225
-6.278785;-0.003300
-6.278685;-0.003375
-6.278585;-0.003450
-6.278485;-0.003525
-6.278385;-0.003600
-6.278285;-0.003675
-6.278185;-0.003750
-6.278085;-0.003825
-6.277985;-0.003900
-6.277885;-0.003975
-6.277785;-0.004050
-6.277685;-0.004125
-6.277585;-0.004200
-6.277485;-0.004275
-6.277385;-0.004350
-6.277285;-0.004425
-6.277185;-0.004500
-6.277085;-0.004575
-6.276985;-0.004650
-6.276885;-0.004725
-6.276785;-0.004800
-6.276685;-0.004875
-6.276585;-0.004950
-6.276485;-0.005025
-6.276385;-0.005100
-6.276285;-0.005175
-6.276185;-0.005250
-6.276085;-0.005325
-6.275985;-0.005400
-6.275885;-0.005475
-6.275785;-0.005550
-6.275685;-0.005625
-6.275585;-0.005700
-6.275485;-0.005775
-6.275385;-0.005850
-6.275285;-0.005925
-6.275185;-0.006000
-6.275085;-0.006075
-6.274985;-0.006150
-6.274885;-0.006225
-6.274785;-0.006300
-6.274685;-0.006375
-6.274585;-0.006450
-6.274485;-0.006525
-6.274385;-0.006600
-6.274285;-0.006675
-6.274185;-0.006750
-6.274085;-0.006825
-6.273985;-0.006900
-6.273885;-0.006975
-6.273785;-0.007050
-6.273685;-0.007125
-6.273585;-0.007200
-6.273485;-0.007275
-6.273385;-0.007350
-6.273285;-0.007425
-6.273185;-0.007500
-6.273085;-0.007575
-6.272985;-0.007650
-6.272885;-0.007725
-6.272785;-0.007800
-6.272685;-0.007875
-6.272585;-0.007950
-6.272485;-0.008025
-6.272385;-0.008100
-6.272285;-0.008175
-6.272185;-0.008250
-6.272085;-0.008325
-6.271985;-0.008400
-6.271885;-0.008475
-6.271785;-0.008550
-6.271685;-0.008625
-6.271585;-0.008700
-6.271485;-0.008775
-6.271385;-0.008850
-6.271285;-0.008926
-6.271185;-0.009001
-6.271085;-0.009076
-6.270985;-0.009151
-6.270885;-0.009226
-6.270785;-0.009301
-6.270685;-0.009376
-6.270585;-0.009451
-6.270485;-0.009526
-6.270385;-0.009601
-6.270285;-0.009676
-6.270185;-0.009751
-6.270085;-0.009826
-6.269985;-0.009901
-6.269885;-0.009976
-6.269785;-0.010051
-6.269685;-0.010126
-6.269585;-0.010201
-6.269485;-0.010276
-6.269385;-0.010351
-6.269285;-0.010426
-6.269185;-0.010501
-6.269085;-0.010576
-6.268985;-0.010651
-6.268885;-0.010726
-6.268785;-0.010801
-6.268685;-0.010876
-6.268585;-0.010951
-6.268485;-0.011026
-6.268385;-0.011101
-6.268285;-0.011176
-6.268185;-0.011251
-6.268085;-0.011326
-6.267985;-0.011401
-6.267885;-0.011476
-6.267785;-0.011551
-6.267685;-0.011626
-6.267585;-0.011701
-6.267485;-0.011776
-6.267385;-0.011852
-6.267285;-0.011927
-6.267185;-0.012002
-6.267085;-0.012077
-6.266985;-0.012152
-6.266885;-0.012227
-6.266785;-0.012302
-6.266685;-0.012377
-6.266585;-0.012452
-6.266485;-0.012527
-6.266385;-0.012602
-6.266285;-0.012677
-6.266185;-0.012752
-6.266085;-0.012827
-6.265985;-0.012902
-6.265885;-0.012977
-6.265785;-0.013052
-6.265685;-0.013127
-6.265585;-0.013202
-6.265485;-0.013277
-6.265385;-0.013352
-6.265285;-0.013427
-6.265185;-0.013502
-6.265085;-0.013577
-6.264985;-0.013652
-6.264885;-0.013727
-6.264785;-0.013803
-6.264685;-0.013878
-6.264585;-0.013953
-6.264485;-0.014028
-6.264385;-0.014103
-6.264285;-0.014178
-6.264185;-0.014253
-6.264085;-0.014328
-6.263985;-0.014403
-6.263885;-0.014478
-6.263785;-0.014553
-6.263685;-0.014628
-6.263585;-0.014703
-6.263485;-0.014778
-6.263385;-0.014853
-6.263285;-0.014928
-6.263185;-0.015003
-6.263085;-0.015078
-6.262985;-0.015153
-6.262885;-0.015228
-6.262785;-0.015304
-6.262685;-0.015379
-6.262585;-0.015454
-6.262485;-0.015529
-6.262385;-0.015604
-6.262285;-0.015679
-6.262185;-0.015754
-6.262085;-0.015829
-6.261985;-0.015904
-6.261885;-0.015979
-6.261785;-0.016054
-6.261685;-0.016129
-6.261585;-0.016204
-6.261485;-0.016279
-6.261385;-0.016354
-6.261285;-0.016429
-6.261185;-0.016504
-6.261085;-0.016580
-6.260985;-0.016655
-6.260885;-0.016730
-6.260785;-0.016805
-6.260685;-0.016880
-6.260585;-0.016955
-6.260485;-0.017030
-6.260385;-0.017105
-6.260285;-0.017180
-6.260185;-0.017255
-6.260085;-0.017330
-6.259985;-0.017405
-6.259885;-0.017480
-6.259785;-0.017555
-6.259685;-0.017630
-6.259585;-0.017706
-6.259485;-0.017781
-6.259385;-0.017856
-6.259285;-0.017931
-6.259185;-0.018006
-6.259085;-0.018081
-6.258985;-0.018156
-6.258885;-0.018231
-6.258785;-0.018306
-6.258685;-0.018381
-6.258585;-0.018456
-6.258485;-0.018531
-6.258385;-0.018606
-6.258285;-0.018682
-6.258185;-0.018757
-6.258085;-0.018832
-6.257985;-0.018907
-6.257885;-0.018982
-6.257785;-0.019057
-6.257685;-0.019132
-6.257585;-0.019207
-6.257485;-0.019282
-6.257385;-0.019357
-6.257285;-0.019432
-6.257185;-0.019507
-6.257085;-0.019583
-6.256985;-0.019658
-6.256885;-0.019733
-6.256785;-0.019808
-6.256685;-0.019883
-6.256585;-0.019958
-6.256485;-0.020033
-6.256385;-0.020108
-6.256285;-0.020183
-6.256185;-0.020258
-6.256085;-0.020334
-6.255985;-0.020409
-6.255885;-0.020484
-6.255785;-0.020559
-6.255685;-0.020634
-6.255585;-0.020709
-6.255485;-0.020784
